Building ID	Market	Street Address	City	State	Postal Code	Latitude	Longitude	On Zayo Network Status	Net Classification	Type	Network Proximity	 Estimated Build Cost 
Bldg-137835	Atlanta	2530 Sever Rd NW	Lawrenceville	GA	30043	33.9980891	-84.072453	Not on Zayo Network	On-Net	College/University	988.67	 $33,728.08 
Bldg-137010	Dallas	2360 Campbell Creek Blvd	Richardson	TX	75082	32.9815305	-96.7010355	On Zayo Network	Fiber Only	Office - Multi Tenant	337.42	 $32,245.20 
Bldg-137011	Denver	1062 Delaware St	Denver	CO	80204	39.7332513	-104.9924232	On Zayo Network	On-Net	Office - Multi Tenant	603.2	 $30,496.00 
Bldg-137012	Denver	1644 Platte St	Denver	CO	80202	39.7578946	-105.0072403	On Zayo Network	Fiber Only	Office - Multi Tenant	70.8	 $15,586.00 
Bldg-137015	Atlanta	72 Marietta St NW	Atlanta	GA	30303	33.7545229	-84.3901396	Not on Zayo Network	On-Net	Office - Multi Tenant	19.81	 $10,594.30 
Bldg-137016	Atlanta	150 Garnett St SW	Atlanta	GA	30303	33.747401	-84.392736	Not on Zayo Network	On-Net	Office - Multi Tenant	1779.1	 $52,698.40 
Bldg-137032	Dallas	15455 Dallas Pkwy	Addison	TX	75001	32.9600494	-96.8219326	Not on Zayo Network	Fiber Only	Office - Multi Tenant	176.76	 $22,605.60 
Bldg-137049	Atlanta	E Ponce de Leon Ave & Brockett Rd	Clarkston	GA	30021	33.8189455	-84.2311677	On Zayo Network	Fiber Only	Splice Point	41.16	 $11,234.80 
Bldg-137051	Atlanta	Central Ave SW & Alabama St SW	Atlanta	GA	30303	33.7519142	-84.389002	On Zayo Network	Fiber Only	Splice Point	701.63	 $26,839.12 
Bldg-137050	Atlanta	piedmont Rd south of Lenox Rd	Atlanta	GA	30305	33.8481397	-84.3738285	Build in Progress	Fiber Only	Splice Point	92.49	 $12,774.70 
Bldg-137052	Atlanta	Clifton Rd NE & Clifton Way NE	Atlanta	GA	30322	33.8007081	-84.3271809	Build in Progress	Fiber Only	Splice Point	52.39	 $11,571.70 
Bldg-137053	Atlanta	Breckinridge Blvd & Boggs Rd	Duluth	GA	30096	33.9614477	-84.0938305	On Zayo Network	Fiber Only	Splice Point	95.2	 $12,856.00 
Bldg-137857	Dallas	14800 Trinity Blvd	Fort Worth	TX	76155	32.8213064	-97.0452213	On Zayo Network	Fiber Only	Office - Multi Tenant	521.43	 $25,035.75 
Bldg-137861	Atlanta	2090 N Druid Hills RdNE	Atlanta	GA	30329	33.8334852	-84.3364154	Not on Zayo Network	On-Net	Office - Multi Tenant	257.63	 $17,728.90 
Bldg-137096	Atlanta	100 Chastain Rd NW	Kennesaw	GA	30144	34.0344196	-84.55238	Not on Zayo Network	On-Net	College/University	94.58	 $12,837.40 
Bldg-137115	Denver	55 Inverness Dr E	Englewood	CO	80112	39.575014	-104.857225	Not on Zayo Network	Fiber Only	Office - Multi Tenant	24.02	 $13,480.90 
Bldg-137116	Dallas	2727 Oak Lawn Ave	Dallas	TX	75219	32.806701	-96.811318	Not on Zayo Network	Restricted	Office - Multi Tenant	21.56	 $13,293.60 
Bldg-137117	Dallas	3409 Worth St	Dallas	TX	75246	32.788736	-96.778881	Not on Zayo Network	Restricted	Office - Multi Tenant	1093.93	 $39,348.25 
Bldg-137119	Dallas	712 N Washington Ave	Dallas	TX	75246	32.791357	-96.778551	Not on Zayo Network	Restricted	Office - Multi Tenant	1628.96	 $52,724.00 
Bldg-137125	Dallas	1517 W North Carrier Pkwy	Grand Prairie	TX	75050	32.785437	-97.042703	Not on Zayo Network	Restricted	Office - Multi Tenant	51.02	 $15,061.20 
Bldg-137155	Dallas	3608 Preston Rd	Plano	TX	75093	33.046586	-96.794275	Not on Zayo Network	Restricted	Office - Multi Tenant	26.01	 $13,560.60 
Bldg-137126	Dallas	2611 Westgrove Dr	Carrollton	TX	75006	32.983824	-96.8392397	Not on Zayo Network	Restricted	Office - Multi Tenant	205.34	 $24,320.40 
Bldg-137121	Dallas	1230 River Bend Dr	Dallas	TX	75247	32.817011	-96.863509	Not on Zayo Network	Restricted	Office - Multi Tenant	1513.58	 $49,839.50 
Bldg-137127	Dallas	2900 Gateway Dr	Irving	TX	75063	32.893937	-96.986925	Not on Zayo Network	Restricted	Office - Multi Tenant	708.27	 $29,706.75 
Bldg-137122	Dallas	2403 Lacy Ln	Carrollton	TX	75006	32.918238	-96.927114	Not on Zayo Network	Restricted	Office - Multi Tenant	571.83	 $26,295.75 
Bldg-137128	Dallas	5005 W Royal Ln	Irving	TX	75063	32.921899	-97.0160723	Not on Zayo Network	Restricted	Office - Multi Tenant	198.21	 $23,892.60 
Bldg-137153	Dallas	700 Alma Dr	Plano	TX	75075	33.009996	-96.715747	Not on Zayo Network	Restricted	Office - Multi Tenant	78.64	 $16,718.40 
Bldg-137123	Dallas	2425 McIver Ln	Carrollton	TX	75006	32.921204	-96.928778	Not on Zayo Network	Restricted	Office - Multi Tenant	1607.53	 $52,188.25 
Bldg-137129	Dallas	580 S Denton Tap Rd	Coppell	TX	75019	32.9580195	-96.9927397	Not on Zayo Network	Restricted	Office - Multi Tenant	195.55	 $23,733.00 
Bldg-137124	Dallas	4830 Lakawana St	Dallas	TX	75247	32.805276	-96.863167	Not on Zayo Network	Restricted	Office - Multi Tenant	621.35	 $27,533.75 
Bldg-137130	Dallas	600 Freeport Pkwy	Coppell	TX	75019	32.9582888	-97.0090042	Not on Zayo Network	Restricted	Office - Multi Tenant	810.16	 $32,254.00 
Bldg-137137	Dallas	14875 Landmark Blvd	Dallas	TX	75254	32.950101	-96.828016	Not on Zayo Network	Restricted	Office - Multi Tenant	1315.28	 $44,882.00 
Bldg-137132	Dallas	16479 Dallas Pkwy	Addison	TX	75001	32.976872	-96.8261777	On Zayo Network	Fiber Only	Office - Multi Tenant	98.64	 $17,918.40 
Bldg-137874	Atlanta	1032 Metropolitan Pkwy SW	Atlanta	GA	30310	33.7270847	-84.4062933	Not on Zayo Network	On-Net	Office - Multi Tenant	421.77	 $22,653.10 
Bldg-137138	Dallas	14911 Quorum Dr	Dallas	TX	75254	32.9516306	-96.8259537	Not on Zayo Network	Restricted	Office - Multi Tenant	723.48	 $30,087.00 
Bldg-137133	Dallas	16801 Addison Rd	Addison	TX	75001	32.980843	-96.830324	Not on Zayo Network	Restricted	Office - Multi Tenant	434.6	 $38,076.00 
Bldg-137139	Dallas	6750 Hillcrest Plaza Dr	Dallas	TX	75230	32.923409	-96.789932	Not on Zayo Network	Restricted	Office - Multi Tenant	766.33	 $31,158.25 
Bldg-137134	Dallas	4951 Airport Pkwy	Addison	TX	75001	32.966403	-96.826579	On Zayo Network	Restricted	Office - Multi Tenant	842.32	 $33,058.00 
Bldg-137149	Dallas	1708 Coit Rd	Plano	TX	75075	33.022743	-96.769086	Not on Zayo Network	Restricted	Office - Multi Tenant	6.12	 $12,367.20 
Bldg-137169	Dallas	12200 Park Central Dr	Dallas	TX	75251	32.9139843	-96.7749712	On Zayo Network	Fiber Only	Clinic	196.04	 $23,762.40 
Bldg-137140	Dallas	1200 Placid Ave	Plano	TX	75074	33.01515	-96.68976	Not on Zayo Network	Restricted	Office - Multi Tenant	376.83	 $34,609.80 
Bldg-137135	Dallas	14800 Landmark Blvd	Dallas	TX	75254	32.94878	-96.827932	On Zayo Network	Restricted	Office - Multi Tenant	1300.86	 $44,521.50 
Bldg-137141	Dallas	1700 International Pkwy	Richardson	TX	75081	32.971267	-96.707436	Not on Zayo Network	Fiber Only	Office - Multi Tenant	361.47	 $33,688.20 
Bldg-137136	Dallas	14850 Quorum Dr	Dallas	TX	75254	32.949886	-96.825397	On Zayo Network	Fiber Only	Office - Multi Tenant	509.53	 $24,738.25 
Bldg-137873	Atlanta	1424 Northeast Expy	Atlanta	GA	30329	33.8337534	-84.3348279	Not on Zayo Network	On-Net	Office - Multi Tenant	218.03	 $16,540.90 
Bldg-137142	Dallas	1701 Gateway Blvd	Richardson	TX	75080	32.971762	-96.721878	On Zayo Network	Restricted	Office - Multi Tenant	65.05	 $15,903.00 
Bldg-137143	Dallas	1755 N Collins Blvd	Richardson	TX	75080	32.972546	-96.723707	On Zayo Network	Fiber Only	Office - Multi Tenant	345.6	 $32,736.00 
Bldg-137144	Dallas	2552 Summit Ave	Plano	TX	75074	33.009831	-96.679238	Not on Zayo Network	Restricted	Office - Multi Tenant	27.7	 $13,662.00 
Bldg-137151	Dallas	3400 Waterview Pkwy	Richardson	TX	75080	32.996677	-96.753193	On Zayo Network	Fiber Only	Office - Multi Tenant	9.78	 $12,586.80 
Bldg-137145	Dallas	375 Municipal Dr	Richardson	TX	75080	32.972809	-96.725368	On Zayo Network	Restricted	Office - Multi Tenant	320.51	 $31,230.60 
Bldg-137152	Dallas	3900 W 15th St	Plano	TX	75075	33.019222	-96.765711	Not on Zayo Network	Restricted	Office - Multi Tenant	366.97	 $34,018.20 
Bldg-137146	Dallas	399 W Campbell Rd	Richardson	TX	75080	32.975343	-96.725187	On Zayo Network	Fiber Only	Office - Multi Tenant	506.3	 $24,657.50 
Bldg-137154	Dallas	3600 Preston Rd	Plano	TX	75093	33.046501	-96.794276	Not on Zayo Network	Restricted	Office - Multi Tenant	25.97	 $13,558.20 
Bldg-137147	Dallas	631 International Pkwy	Richardson	TX	75081	32.956916	-96.708953	Not on Zayo Network	Restricted	Office - Multi Tenant	56.04	 $15,362.40 
Bldg-137156	Dallas	4017 Preston Rd	Plano	TX	75093	33.051861	-96.79449	Not on Zayo Network	Restricted	Office - Multi Tenant	20.52	 $13,231.20 
Bldg-137148	Dallas	990 Security Row	Richardson	TX	75081	32.964209	-96.71244	Not on Zayo Network	Restricted	Office - Multi Tenant	690.76	 $29,269.00 
Bldg-137157	Dallas	5600 Tennyson Pkwy	Plano	TX	75024	33.070819	-96.817027	Not on Zayo Network	Restricted	Office - Multi Tenant	67.1	 $16,026.00 
Bldg-137150	Dallas	2220 Coit Rd	Plano	TX	75075	33.028249	-96.769964	Not on Zayo Network	Restricted	Office - Multi Tenant	16.72	 $13,003.20 
Bldg-137158	Dallas	6020 W Parker Rd	Plano	TX	75093	33.04508	-96.831711	On Zayo Network	Fiber Only	Hospital	449.01	 $38,940.60 
Bldg-137159	Dallas	100 Lexington St	Fort Worth	TX	76102	32.753389	-97.340312	Not on Zayo Network	Restricted	Office - Multi Tenant	1271.63	 $43,790.75 
Bldg-137166	Dallas	12000 Ford Rd	Dallas	TX	75234	32.911836	-96.891392	Not on Zayo Network	Restricted	Office - Multi Tenant	599.38	 $26,984.50 
Bldg-137160	Dallas	101 Summit Ave	Fort Worth	TX	76102	32.752649	-97.341507	Not on Zayo Network	Restricted	Office - Multi Tenant	1723.76	 $55,094.00 
Bldg-137167	Dallas	2655 Villa Creek Dr	Dallas	TX	75234	32.911617	-96.888444	Not on Zayo Network	Restricted	Office - Multi Tenant	529.43	 $25,235.75 
Bldg-137161	Dallas	4500 Mercantile Plaza Dr	Fort Worth	TX	76137	32.8226193	-97.3096758	Not on Zayo Network	Fiber Only	Office - Multi Tenant	392.89	 $35,573.40 
Bldg-137168	Dallas	2735 Villa Creek Dr	Dallas	TX	75234	32.911727	-96.885901	Not on Zayo Network	Restricted	Office - Multi Tenant	383.4	 $35,004.00 
Bldg-137162	Dallas	14131 Midway Rd	Addison	TX	75001	32.942647	-96.839489	Not on Zayo Network	Fiber Only	Office - Multi Tenant	2746	 $80,650.00 
Bldg-137163	Dallas	14285 Midway Rd	Addison	TX	75001	32.944611	-96.838999	Not on Zayo Network	Restricted	Office - Multi Tenant	49.79	 $14,987.40 
Bldg-137164	Dallas	14673 Midway Rd	Addison	TX	75001	32.9482549	-96.8401528	Not on Zayo Network	Restricted	Office - Multi Tenant	1743.64	 $55,591.00 
Bldg-137165	Dallas	14675 Midway Rd	Addison	TX	75001	32.947918	-96.838998	Not on Zayo Network	Restricted	Office - Multi Tenant	1827.08	 $57,677.00 
Bldg-137192	Denver	14160 E Evans Ave	Aurora	CO	80014	39.677402	-104.82265	Not on Zayo Network	On-Net	Office - Multi Tenant	1878.12	 $68,743.60 
Bldg-137944	Denver	7103 S Revere Pkwy	Englewood	CO	80112	39.587472	-104.84289	Not on Zayo Network	On-Net	Office - Multi Tenant	1451.63	 $55,948.90 
Bldg-137962	Denver	5400 N Pecos	Denver	CO	80221	39.795964	-105.006293	Not on Zayo Network	Type 2	Cell Site	4426.07	 $145,182.10 
Bldg-137235	Atlanta	241 Ralph McGill Blvd NE	Atlanta	GA	30308	33.763725	-84.380617	Not on Zayo Network	Fiber Only	Office - Single Tenant	139.93	 $14,197.90 
Bldg-137236	Denver	1420 Stout St	Denver	CO	80202	39.744535	-104.994736	Not on Zayo Network	Fiber Only	Office - Multi Tenant	195.49	 $21,197.05 
Bldg-137977	Atlanta	1000 Johnson Ferry Rd	Atlanta	GA	30342	33.9083536	-84.3545477	Build in Progress	Fiber Only	Hospital	624.6	 $24,990.40 
Bldg-137974	Atlanta	980 Cobb Place Blvd NW - Bldg 100	Kennesaw	GA	30144	34.011176	-84.581645	On Zayo Network	Fiber Only	Office - Multi Tenant	1962.49	 $57,099.76 
Bldg-137983	Denver	7340 E Caley Ave	Englewood	CO	80111	39.601714	-104.9032506	Build in Progress	Fiber Only	Office - Multi Tenant	205.76	 $21,659.20 
Bldg-137981	Dallas	3303 Lee Pkwy	Dallas	TX	75219	32.808945	-96.805566	On Zayo Network	Fiber Only	Office - Multi Tenant	173.33	 $22,399.80 
Bldg-137984	Dallas	3600 Gaston	Dallas	TX	75246	32.7910775	-96.7797297	Build in Progress	Fiber Only	Office - Multi Tenant	1448.11	 $48,202.75 
Bldg-137989	Dallas	8941 Empress Row	Dallas	TX	75247	32.829923	-96.877058	On Zayo Network	Fiber Only	Office - Multi Tenant	132.43	 $19,945.80 
Bldg-138000	Atlanta	300 Riverside Pkwy SW	Lithia Springs	GA	30122	33.7478495	-84.5835364	On Zayo Network	On-Net	Splice Point	531.52	 $22,756.48 
Bldg-138009	Atlanta	75 Spring St SW	Atlanta	GA	30303	33.946644	-84.128881	Not on Zayo Network	Fiber Only	Federal Government	655.45	 $25,730.80 
Bldg-138004	Atlanta	675 W Peachtree St NW	Atlanta	GA	30308	33.752357	-84.382364	Not on Zayo Network	Fiber Only	Office - Multi Tenant	965.08	 $33,161.92 
Bldg-138010	Atlanta	1455 Lincoln Pky E	Atlanta	GA	30346	33.903727	-84.360514	Not on Zayo Network	Fiber Only	Office - Multi Tenant	1707.2	 $50,972.80 
Bldg-138011	Atlanta	2077 Convention Center Concourse	Atlanta	GA	30337	33.643065	-84.45536	Build in Progress	Fiber Only	Conference/Convention Center	269.11	 $18,073.30 
Bldg-138006	Atlanta	1895 Phoenix Blvd	Atlanta	GA	30349	33.61573	-84.447817	Not on Zayo Network	Fiber Only	Office - Multi Tenant	530.35	 $22,728.40 
Bldg-138012	Atlanta	2 Peachtree St NW	Atlanta	GA	30303	33.7540516	-84.3904635	Not on Zayo Network	Fiber Only	Local/State Government	212.9	 $16,387.00 
Bldg-138007	Atlanta	980 Hammond Dr NE	Atlanta	GA	30328	33.9198071	-84.3560571	On Zayo Network	Fiber Only	Office - Multi Tenant	254.88	 $17,646.40 
Bldg-138008	Atlanta	1555 Peachtree St NE	Atlanta	GA	30309	33.797925	-84.387891	Not on Zayo Network	Fiber Only	Office - Multi Tenant	390.2	 $21,706.00 
Bldg-138014	Atlanta	55 Ivan Allen Blvd NE	Atlanta	GA	30308	33.019478	-96.719107	Not on Zayo Network	Fiber Only	Office - Multi Tenant	762.48	 $28,299.52 
Bldg-138021	Atlanta	14881 Quorum Dr	Dallas	TX	75254	32.9497883	-96.8259731	Not on Zayo Network	Fiber Only	Office - Multi Tenant	686.6	 $26,478.40 
Bldg-138016	Atlanta	5565 Glenridge Connector	Atlanta	GA	30342	33.905475	-84.359976	Not on Zayo Network	Fiber Only	Office - Multi Tenant	1476.05	 $45,425.20 
Bldg-138030	Atlanta	14801 Quorum Dr	Dallas	TX	75254	33.877967	-84.464876	Not on Zayo Network	Fiber Only	Office - Multi Tenant	195.05	 $15,851.50 
Bldg-138022	Dallas	5050 Quorum Dr	Dallas	TX	75254	32.96064	-96.821407	On Zayo Network	Fiber Only	Office - Multi Tenant	13.43	 $12,805.80 
Bldg-137253	Atlanta	Lawrenceville Suwanee Rd & Satellite Blvd NW	Suwanee	GA	30024	34.0385025	-84.0532942	On Zayo Network	Fiber Only	Splice Point	67.45	 $12,023.50 
Bldg-138023	Dallas	1420 W Mockingbird Ln	Dallas	TX	75247	32.8215617	-96.864304	On Zayo Network	Fiber Only	Office - Multi Tenant	87.86	 $17,271.60 
Bldg-138024	Dallas	12655 N Central Expy	Dallas	TX	75243	32.9207642	-96.7665598	Not on Zayo Network	Fiber Only	Office - Multi Tenant	1244.85	 $43,121.25 
Bldg-138020	Dallas	5000 Quorum Dr	Dallas	TX	75254	32.9480565	-96.8251322	Build in Progress	Fiber Only	Office - Multi Tenant	444.25	 $38,655.00 
Bldg-138025	Dallas	10000 N Central Expy	Dallas	TX	75231	32.8838946	-96.7691221	Build in Progress	Fiber Only	Office - Multi Tenant	31	 $13,860.00 
Bldg-138027	Dallas	14800 Quorum Dr	Dallas	TX	75254	32.921269	-96.765841	Not on Zayo Network	Fiber Only	Office - Multi Tenant	1303.95	 $44,598.75 
Bldg-138028	Dallas	1600 Coit Rd	Plano	TX	75075	33.0207368	-96.7669662	Not on Zayo Network	Fiber Only	Hospital	230.81	 $25,848.60 
Bldg-138033	Dallas	5001 Spring Valley Rd	Dallas	TX	75244	32.940033	-96.823793	On Zayo Network	Restricted	Office - Multi Tenant	360.16	 $33,609.60 
Bldg-138029	Dallas	2821 E President George Bush Hwy	Richardson	TX	75082	32.996268	-96.669196	Not on Zayo Network	Fiber Only	Hospital	357.43	 $33,445.80 
Bldg-138034	Dallas	1140 Empire Central Dr	Dallas	TX	75247	32.8247137	-96.8748818	On Zayo Network	Restricted	Office - Multi Tenant	161.79	 $21,707.40 
Bldg-138031	Dallas	2201-2221 Lakeside Blvd	Richardson	TX	75082	32.824667	-96.875652	Not on Zayo Network	Fiber Only	Retail - Single Tenant	9.88	 $12,592.80 
Bldg-138035	Dallas	12770 Coit Rd	Dallas	TX	75251	32.9216798	-96.7684395	On Zayo Network	Fiber Only	Office - Multi Tenant	624.05	 $27,601.25 
Bldg-138039	Denver	1400 Jackson St	Denver	CO	80206	39.7391149	-104.9411371	Not on Zayo Network	Fiber Only	Hospital	813.56	 $36,806.80 
Bldg-138036	Dallas	2100 McKinney Ave	Dallas	TX	75201	32.7916529	-96.8024	Not on Zayo Network	Fiber Only	Office - Multi Tenant	151.45	 $21,087.00 
Bldg-138037	Atlanta	6300 W Parker Rd	Plano	TX	75093	33.044326	-96.838102	Not on Zayo Network	Fiber Only	Hospital	2420.52	 $68,092.48 
Bldg-138044	Denver	1875 Lawrence St	Denver	CO	80202	39.7513946	-104.9933828	Not on Zayo Network	Fiber Only	Office - Multi Tenant	395.96	 $30,218.20 
Bldg-138038	Denver	1099 18th St	Denver	CO	80202	39.751163	-104.994885	Not on Zayo Network	Fiber Only	Office - Multi Tenant	34.55	 $13,954.75 
Bldg-138040	Denver	225 E 16th Ave	Denver	CO	80203	39.740521	-104.98839	Not on Zayo Network	Fiber Only	Office - Multi Tenant	501.54	 $27,446.20 
Bldg-138041	Denver	101 W Colfax Ave	Denver	CO	80202	39.740917	-104.9880133	Not on Zayo Network	Fiber Only	Office - Multi Tenant	322.99	 $26,934.55 
Bldg-138042	Denver	1580 Logan St	Denver	CO	80203	39.741364	-104.981969	Not on Zayo Network	Fiber Only	Office - Multi Tenant	701.31	 $33,439.30 
Bldg-138048	Denver	1800 Glenarm Pl	Denver	CO	80202	39.7457724	-104.9875704	Not on Zayo Network	Fiber Only	Office - Multi Tenant	118.61	 $17,737.45 
Bldg-138043	Denver	216 16th St	Denver	CO	80202	39.7418497	-104.9883102	Not on Zayo Network	Fiber Only	Office - Multi Tenant	233.86	 $22,923.70 
Bldg-138050	Denver	2480 W 26th Ave	Denver	CO	80211	39.7538799	-105.0172581	Not on Zayo Network	Fiber Only	Office - Multi Tenant	643.84	 $31,715.20 
Bldg-138051	Denver	4880 Havana St	Denver	CO	80239	39.7837167	-104.8646941	Not on Zayo Network	Fiber Only	Office - Multi Tenant	273.01	 $24,685.45 
Bldg-138052	Denver	5200 DTC Pkwy	Englewood	CO	80111	39.621009	-104.899213	Not on Zayo Network	Fiber Only	Office - Multi Tenant	0.28	 $12,412.60 
Bldg-138053	Denver	2150 W 29th Ave	Denver	CO	80211	39.758395	-105.01268	Not on Zayo Network	Fiber Only	Office - Multi Tenant	916.07	 $39,882.10 
Bldg-138054	Denver	910 16th St	Denver	CO	80202	39.746603	-104.994133	Not on Zayo Network	Fiber Only	Office - Multi Tenant	247.22	 $23,524.90 
Bldg-137258	Dallas	1155 Kas Dr	Richardson	TX	75081	32.971117	-96.705125	Not on Zayo Network	On-Net	Neutral Data Center	347.15	 $32,829.00 
Bldg-137267	Denver	4350 S Monaco St	Denver	CO	80237	39.6374459	-104.9127764	Not on Zayo Network	On-Net	Office - Multi Tenant	54.6	 $14,857.00 
Bldg-138089	Denver	891 14th St	Denver	CO	80202	39.7448682	-104.9955728	Not on Zayo Network	Fiber Only	Office - Multi Tenant	70.82	 $15,586.90 
Bldg-138119	Atlanta	Norcross St & Raven Cir	Roswell	GA	30075	34.025512	-84.355536	On Zayo Network	Fiber Only	Splice Point	37.8	 $11,134.00 
Bldg-137307	Denver	1830 Franklin St	Denver	CO	80218	39.74521	-104.967864	Not on Zayo Network	Fiber Only	Hospital	1349.17	 $52,875.10 
Bldg-137311	Atlanta	2220 Northmont Pkwy	Duluth	GA	30096	33.974151	-84.112706	On Zayo Network	Fiber Only	Splice Point	1784.94	 $52,838.56 
Bldg-138152	Dallas	6330 Commerce Dr	Irving	TX	75063	32.8957294	-96.986057	Not on Zayo Network	On-Net	Office - Multi Tenant	615.65	 $27,391.25 
Bldg-137316	Dallas	950 E Collins Blvd	Richardson	TX	75081	32.9679431	-96.711049	On Zayo Network	Fiber Only	Neutral Data Center	12.81	 $12,768.60 
Bldg-137317	Atlanta	3865 Holcomb Bridge Rd	Norcross	GA	30092	33.963365	-84.252031	On Zayo Network	Fiber Only	Retail - Single Tenant	91.51	 $12,745.30 
Bldg-137319	Atlanta	444 Highland Ave NE	Atlanta	GA	30312	33.7614643	-84.3723737	On Zayo Network	Fiber Only	Hotel & Inn	1377.3	 $43,055.20 
Bldg-137320	Atlanta	Corner of Lawrenceville & Satellite Blvd	Suwanee	GA	30024	34.0386611	-84.0533028	Not on Zayo Network	Fiber Only	Splice Point	44.53	 $11,335.90 
Bldg-137321	Atlanta	44 Broad St NW	Atlanta	GA	30303	33.7533635	-84.3920812	On Zayo Network	Fiber Only	Office - Multi Tenant	282.19	 $18,465.70 
Bldg-137322	Atlanta	2193 Northlake Pkwy	Tucker	GA	30084	33.8489258	-84.2445927	Build in Progress	Fiber Only	Office - Multi Tenant	841.47	 $30,195.28 
Bldg-137323	Atlanta	Corner of Central Ave & Alabama St SW	Atlanta	GA	30303	33.751942	-84.388941	Not on Zayo Network	Fiber Only	Splice Point	691.76	 $26,602.24 
Bldg-137325	Atlanta	1938 Peachtree Rd NW	Atlanta	GA	30309	33.8074807	-84.3939018	Build in Progress	Fiber Only	Office - Multi Tenant	1.26	 $10,037.80 
Bldg-137326	Atlanta	3540 Duluth Park Ln	Duluth	GA	30096	34.001168	-84.159452	Build in Progress	Fiber Only	Office - Multi Tenant	878.29	 $31,078.96 
Bldg-137327	Atlanta	6335 Hospital Pkwy	Duluth	GA	30097	34.066186	-84.1759435	Build in Progress	Fiber Only	Office - Multi Tenant	489.04	 $24,671.20 
Bldg-137328	Atlanta	1170 Howell Mill Rd NW	Atlanta	GA	30318	33.7858349	-84.4122375	Build in Progress	Fiber Only	Office - Multi Tenant	200.85	 $16,025.50 
Bldg-137330	Atlanta	Corner of Breckenridge Blvd & Boggs Rd	Duluth	GA	30096	33.961632	-84.093787	Not on Zayo Network	Fiber Only	Splice Point	27.25	 $10,817.50 
Bldg-138143	Denver	9332 Dorchester St	Littleton	CO	80129	39.5480329	-104.998943	Not on Zayo Network	On-Net	Office - Multi Tenant	217.96	 $22,208.20 
Bldg-137362	Denver	120th & Huron	Westminster	CO	80234	39.9144281	-104.9969704	On Zayo Network	Fiber Only	Splice Point	35.81	 $14,011.45 
Bldg-137363	Denver	Hwy 121 & Industrial Ln	Broomfield	CO	80020	39.91427	-105.0904343	On Zayo Network	Fiber Only	Splice Point	22.13	 $13,395.85 
Bldg-137348	Denver	1801 Wynkoop St	Denver	CO	80202	39.753872	-104.998388	Not on Zayo Network	On-Net	Office - Multi Tenant	668.2	 $32,446.00 
Bldg-138169	Dallas	2929 W Airfield Dr	Dallas	TX	75261	32.882253	-97.0609165	Not on Zayo Network	On-Net	Local/State Government	4405.97	 $122,149.25 
Bldg-138178	Dallas	18325 Waterview Pkwy	Dallas	TX	75252	32.996571	-96.7562	Not on Zayo Network	Fiber Only	Office - Multi Tenant	239.32	 $26,359.20 
Bldg-138195	Atlanta	6201 Powers Ferry Rd	Atlanta	GA	30339	33.9080124	-84.4278017	Not on Zayo Network	On-Net	Local/State Government	176.85	 $15,305.50 
Bldg-137376	Denver	1530 16th St	Denver	CO	80202	39.750831	-105.000038	Not on Zayo Network	Fiber Only	Office - Multi Tenant	314.67	 $26,560.15 
Bldg-137355	Denver	1625 Larimer St	Denver	CO	80202	39.749707	-104.997291	Not on Zayo Network	On-Net	Office - Multi Tenant	128.32	 $18,174.40 
Bldg-137379	Dallas	7500 Dallas Pkwy	Plano	TX	75024	33.0809518	-96.8236798	Not on Zayo Network	On-Net	Office - Multi Tenant	282.03	 $28,921.80 
Bldg-138241	Atlanta	1440 Spring St NW	Atlanta	GA	30309	33.793876	-84.389799	Not on Zayo Network	On-Net	Office - Multi Tenant	626.67	 $25,040.08 
Bldg-137401	Dallas	4252 Simonton Rd	Dallas	TX	75244	32.9309278	-96.8361477	On Zayo Network	Fiber Only	Office - Multi Tenant	812.89	 $32,322.25 
Bldg-137403	Dallas	9301 N Central Expy Tower 2	Dallas	TX	75231	32.8751459	-96.7712391	On Zayo Network	Fiber Only	Hospital	120.16	 $19,209.60 
Bldg-137419	Dallas	13751 Independence Pkwy	Fort Worth	TX	76177	32.980723	-97.252443	Not on Zayo Network	On-Net	Neutral Data Center	449.05	 $38,943.00 
Bldg-137492	Denver	2255 W Berry Ave	Littleton	CO	80165	39.6177402	-105.013876	Not on Zayo Network	On-Net	Office - Multi Tenant	1238.22	 $49,546.60 
Bldg-137493	Dallas	2601 Telecom Pkwy	Richardson	TX	75082	32.98556	-96.660506	Not on Zayo Network	On-Net	Office - Multi Tenant	4512.71	 $124,817.75 
Bldg-138246	Denver	6130 Greenwood Plz Blvd	Englewood	CO	80111	39.6054077	-104.8941723	On Zayo Network	Fiber Only	Office - Multi Tenant	605.86	 $30,575.80 
Bldg-137514	Dallas	1221 S Beltline Rd	Coppell	TX	75019	32.938591	-96.993663	Not on Zayo Network	Fiber Only	Office - Multi Tenant	27.5	 $13,650.00 
Bldg-138262	Denver	361 Inverness Dr S	Englewood	CO	80112	39.55894	-104.8634359	Build in Progress	Fiber Only	Office - Multi Tenant	5.28	 $12,637.60 
Bldg-138263	Denver	355 Inverness Dr S	Englewood	CO	80112	39.559499	-104.862592	On Zayo Network	Fiber Only	Office - Multi Tenant	13.56	 $13,010.20 
Bldg-138264	Denver	4941 Allison St	Arvada	CO	80002	39.786285	-105.087912	Build in Progress	Fiber Only	Office - Multi Tenant	515.44	 $27,863.20 
